timestamp,hours,water_level_cm,rise_rate_cm_per_h,soil_moisture_pct,humidity_pct,temp_c,risk_index,alert_tier,rain_active,dht_ok,ultra_valid
T+010.50h,10.5,33.27,37.1948,85,95,25.2,81.4,EVACUATE,False,True,True
T+010.53h,10.533,35.71,73.1641,85,95,26.3,85.5,EVACUATE,False,True,True
T+010.57h,10.567,31.19,-135.6116,85,95,26.8,78.0,EVACUATE,False,True,True
T+010.60h,10.6,29.35,-55.2445,85,95,26.6,74.9,EVACUATE,False,True,True
T+010.63h,10.633,23.38,-179.0098,85,95,27.0,65.0,EVACUATE,False,True,True
T+010.67h,10.667,20.44,-88.2148,85,95,25.1,60.1,EVACUATE,False,True,True
T+010.70h,10.7,21.68,37.1503,85,95,25.9,62.1,EVACUATE,False,True,True
T+010.73h,10.733,25.53,115.3785,85,95,25.7,68.5,EVACUATE,False,True,True
T+010.77h,10.767,22.86,-80.1079,85,95,25.0,64.1,EVACUATE,False,True,True
T+010.80h,10.8,24.53,50.0891,85,95,26.0,66.9,EVACUATE,False,True,True
T+010.83h,10.833,24.34,-5.7446,85,95,25.0,66.5,EVACUATE,False,True,True
T+010.87h,10.867,25.81,44.0911,85,95,25.1,69.0,EVACUATE,False,True,True
T+010.90h,10.9,32.51,201.075,85,95,25.0,80.2,EVACUATE,False,True,True
T+010.93h,10.933,30.46,-61.3985,85,95,25.8,76.8,EVACUATE,False,True,True
T+010.97h,10.967,30.17,-8.8254,85,95,25.2,76.3,EVACUATE,False,True,True
T+011.00h,11.0,27.56,-78.2228,85,95,26.8,71.9,EVACUATE,False,True,True
T+011.03h,11.033,22.07,-164.7463,85,95,25.9,62.8,EVACUATE,False,True,True
T+011.07h,11.067,17.88,-125.7951,85,95,26.5,55.8,EVACUATE,False,True,True
T+011.10h,11.1,12.43,-163.4772,85,95,26.3,46.7,EVACUATE,False,True,True
T+011.13h,11.133,17.76,159.8805,85,95,26.0,55.6,EVACUATE,False,True,True
T+011.17h,11.167,18.47,21.4677,85,95,26.2,56.8,EVACUATE,False,True,True
T+011.20h,11.2,13.81,-139.6936,85,95,26.5,49.0,EVACUATE,False,True,True
T+011.23h,11.233,14.07,7.7387,85,95,25.9,49.4,EVACUATE,False,True,True
T+011.27h,11.267,16.11,61.1934,85,95,26.8,52.8,EVACUATE,False,True,True
T+011.30h,11.3,19.11,89.7961,85,95,25.8,57.8,EVACUATE,False,True,True
T+011.33h,11.333,18.29,-24.4889,85,95,25.6,56.5,EVACUATE,False,True,True
T+011.37h,11.367,14.68,-108.2195,85,95,26.3,50.5,EVACUATE,False,True,True
T+011.40h,11.4,18.05,101.0439,85,95,26.2,56.1,EVACUATE,False,True,True
T+011.43h,11.433,22.62,137.1301,85,95,26.2,63.7,EVACUATE,False,True,True
T+011.47h,11.467,21.3,-39.6557,85,95,25.9,61.5,EVACUATE,False,True,True
T+011.50h,11.5,16.56,-142.3018,85,95,27.1,53.6,EVACUATE,False,True,False
T+011.53h,11.533,19.92,100.9979,85,95,26.1,59.2,EVACUATE,False,True,True
T+011.57h,11.567,18.72,-36.0522,85,95,25.9,57.2,EVACUATE,False,True,True
T+011.60h,11.6,21.64,87.5384,85,95,25.7,62.0,EVACUATE,False,True,True
T+011.63h,11.633,22.43,23.6732,85,95,26.0,63.4,EVACUATE,False,True,True
T+011.67h,11.667,23.71,38.4268,85,95,25.7,65.5,EVACUATE,False,True,False
T+011.70h,11.7,27.85,124.0985,85,95,26.7,72.4,EVACUATE,False,True,True
T+011.73h,11.733,24.52,-99.8709,85,95,26.2,66.8,EVACUATE,False,True,True
T+011.77h,11.767,19.31,-156.3245,85,95,26.7,58.2,EVACUATE,False,True,False
T+011.80h,11.8,15.32,-119.6177,85,95,25.6,51.5,EVACUATE,False,True,True
T+011.83h,11.833,14.84,-14.4439,85,95,26.3,50.7,EVACUATE,False,True,True
T+011.87h,11.867,16.18,40.286,85,95,26.2,52.9,EVACUATE,False,True,True
T+011.90h,11.9,15.86,-9.5809,85,95,26.0,52.4,EVACUATE,False,True,True
T+011.93h,11.933,20.14,128.3096,85,95,25.5,59.5,EVACUATE,False,True,True
T+011.97h,11.967,17.7,-73.1538,85,95,26.6,55.5,EVACUATE,False,True,True
T+012.00h,12.0,13.32,-131.444,85,95,26.3,48.2,EVACUATE,False,True,True
T+012.03h,12.033,16.48,94.7787,85,95,26.6,53.4,EVACUATE,False,True,True
T+012.07h,12.067,13.82,-79.5966,85,95,26.2,49.0,EVACUATE,False,True,False
T+012.10h,12.1,9.27,-136.7401,85,95,25.9,42.6,EVACUATE,False,True,True
T+012.13h,12.133,6.87,-71.7865,85,95,26.1,42.6,EVACUATE,False,True,True
T+012.17h,12.167,9.02,64.4657,85,95,26.2,42.6,EVACUATE,False,True,True
T+012.20h,12.2,5,-120.6363,85,95,26.7,42.6,EVACUATE,False,True,True
T+012.23h,12.233,6.29,38.7719,85,95,26.2,42.6,EVACUATE,False,True,True
T+012.27h,12.267,5,-38.7719,85,95,26.6,42.6,EVACUATE,False,True,True
T+012.30h,12.3,9.84,145.1957,85,95,26.4,42.6,EVACUATE,False,True,True
T+012.33h,12.333,7.81,-60.8884,85,95,25.9,42.6,EVACUATE,False,True,True
T+012.37h,12.367,7.68,-4.0539,85,95,25.9,39.8,EVACUATE,False,True,True
T+012.40h,12.4,11.05,101.2017,85,95,26.5,44.4,EVACUATE,False,True,False
T+012.43h,12.433,12.24,35.704,85,95,25.8,46.4,EVACUATE,False,True,True
T+012.47h,12.467,12.85,18.4099,85,95,25.7,47.4,EVACUATE,False,True,True
T+012.50h,12.5,15.27,72.4504,85,95,26.3,51.4,EVACUATE,False,True,True
T+012.53h,12.533,15.83,16.7968,85,95,25.7,52.4,EVACUATE,False,True,True
T+012.57h,12.567,16.55,21.7221,85,95,25.9,53.6,EVACUATE,False,True,True
T+012.60h,12.6,14.48,-62.029,85,95,25.8,50.1,EVACUATE,False,True,True
T+012.63h,12.633,13.1,-41.5298,85,95,26.3,47.8,EVACUATE,False,True,True
T+012.67h,12.667,7.58,-165.6059,85,95,26.4,42.6,EVACUATE,False,True,False
T+012.70h,12.7,5,-77.3735,85,95,25.0,42.6,EVACUATE,False,True,True
T+012.73h,12.733,8.34,100.2624,85,95,25.4,42.6,EVACUATE,False,True,True
T+012.77h,12.767,9.92,47.4421,85,95,25.0,42.6,EVACUATE,False,True,True
T+012.80h,12.8,12.15,66.9346,85,95,26.6,46.2,EVACUATE,False,True,True
T+012.83h,12.833,11.47,-20.5704,85,95,26.1,45.1,EVACUATE,False,True,True
T+012.87h,12.867,12.78,39.229,85,95,25.8,47.3,EVACUATE,False,True,True
T+012.90h,12.9,10.15,-78.8044,85,95,26.3,42.9,EVACUATE,False,True,True
T+012.93h,12.933,8.92,-36.751,85,95,26.6,42.6,EVACUATE,False,True,True
T+012.97h,12.967,12.33,102.1302,85,95,25.8,46.5,EVACUATE,False,True,True
T+013.00h,13.0,10.58,-52.3275,85,95,25.3,43.6,EVACUATE,False,True,True
T+013.03h,13.033,8.51,-62.3679,85,95,25.4,42.6,EVACUATE,False,True,True
T+013.07h,13.067,5.76,-82.2319,85,95,26.0,42.6,EVACUATE,False,True,True
T+013.10h,13.1,5.74,-0.7119,85,95,26.4,29.8,WARNING,False,True,True
T+013.13h,13.133,5,-22.2333,85,95,26.0,42.6,WARNING,False,True,True
T+013.17h,13.167,5,0.0,85,95,25.8,27.6,SAFE,False,True,True
T+013.20h,13.2,5,0.0,85,95,25.9,27.6,SAFE,False,True,True
T+013.23h,13.233,5,0.0,85,95,25.3,27.6,SAFE,False,True,True
T+013.27h,13.267,5.31,9.3892,85,95,25.6,42.6,WARNING,False,True,True
T+013.30h,13.3,5,-9.3892,85,95,25.9,42.6,WARNING,False,True,True
T+013.33h,13.333,7.23,66.8956,85,95,26.7,42.6,WARNING,False,True,True
T+013.37h,13.367,8.68,43.6527,85,95,26.8,42.6,WARNING,False,True,True
T+013.40h,13.4,6.57,-63.3575,85,95,25.5,42.6,WARNING,False,True,True
T+013.43h,13.433,6.07,-15.1568,85,95,26.6,42.6,WARNING,False,True,True
T+013.47h,13.467,5,-32.0341,85,95,25.8,42.6,WARNING,False,True,True
T+013.50h,13.5,5.24,7.2436,85,95,26.0,42.6,WARNING,False,True,True
T+013.53h,13.533,8.21,89.1007,85,95,25.8,42.6,WARNING,False,True,True
T+013.57h,13.567,7.55,-19.7384,85,95,26.6,42.6,WARNING,False,True,True
T+013.60h,13.6,5,-76.6059,85,95,26.6,42.6,WARNING,False,True,True
T+013.63h,13.633,5,0.0,85,95,26.2,27.6,SAFE,False,True,True
T+013.67h,13.667,5.32,9.5449,85,95,25.8,42.6,WARNING,False,True,True
T+013.70h,13.7,5,-9.5449,85,95,25.9,42.6,WARNING,False,True,True
T+013.73h,13.733,5,0.0,85,95,25.7,27.6,SAFE,False,True,True
T+013.77h,13.767,7.72,81.53,85,95,26.0,42.6,WARNING,False,True,True
T+013.80h,13.8,5.75,-58.9141,85,95,26.2,42.6,WARNING,False,True,True
T+013.83h,13.833,5.35,-11.9812,85,95,26.6,42.6,WARNING,False,True,True
T+013.87h,13.867,5,-10.6346,85,95,25.9,42.6,WARNING,False,True,True
T+013.90h,13.9,5.92,27.5759,85,95,25.7,42.6,WARNING,False,True,True
T+013.93h,13.933,10.06,124.2198,85,95,26.4,42.7,WARNING,False,True,True
T+013.97h,13.967,8.72,-40.2146,85,95,26.0,42.6,WARNING,False,True,True
T+014.00h,14.0,6.97,-52.4201,85,95,26.1,42.6,WARNING,False,True,True
T+014.03h,14.033,8.7,51.9132,85,95,26.2,42.6,WARNING,False,True,True
T+014.07h,14.067,6.3,-72.0924,85,95,25.7,42.6,WARNING,False,True,True
T+014.10h,14.1,10.42,123.6458,85,95,26.4,43.4,WARNING,False,True,True
T+014.13h,14.133,7.32,-93.012,85,95,26.5,42.6,WARNING,False,True,True
T+014.17h,14.167,6.48,-25.3079,85,95,27.0,42.6,WARNING,False,True,True
T+014.20h,14.2,5,-44.3077,85,95,25.9,42.6,WARNING,False,True,True
T+014.23h,14.233,7.16,64.7031,85,95,25.4,42.6,WARNING,False,True,True
T+014.27h,14.267,5,-64.7031,85,95,25.5,42.6,WARNING,False,True,True
T+014.30h,14.3,5.69,20.8015,85,95,26.4,42.6,WARNING,False,True,True
T+014.33h,14.333,5.14,-16.4875,85,95,26.4,42.6,WARNING,False,True,True
T+014.37h,14.367,12.08,208.142,85,95,26.2,46.1,WARNING,False,True,True
T+014.40h,14.4,6.94,-154.281,85,95,26.3,42.6,WARNING,False,True,True
T+014.43h,14.433,5,-58.1751,85,95,26.4,42.6,WARNING,False,True,True
T+014.47h,14.467,6.95,58.4215,85,95,26.2,42.6,WARNING,False,True,True
T+014.50h,14.5,10.37,102.6859,85,95,26.0,43.3,WARNING,False,True,True
T+014.53h,14.533,7.88,-74.5774,85,95,25.5,42.6,WARNING,False,True,True
T+014.57h,14.567,10.72,84.9751,85,95,25.9,43.8,WARNING,False,True,True
T+014.60h,14.6,11.86,34.2148,85,95,25.9,45.7,WARNING,False,True,True
T+014.63h,14.633,17.97,183.3459,85,95,26.6,55.9,WARNING,False,True,True
T+014.67h,14.667,19.5,45.8241,85,95,25.7,58.5,WARNING,False,True,True
T+014.70h,14.7,18.12,-41.1871,85,95,26.6,56.2,WARNING,False,True,True
T+014.73h,14.733,22.27,124.2531,85,95,26.2,63.1,WARNING,False,True,True
T+014.77h,14.767,24.01,52.252,85,95,25.9,66.0,WARNING,False,True,True
T+014.80h,14.8,25.75,52.1904,85,95,25.8,68.9,WARNING,False,True,True
T+014.83h,14.833,25.49,-7.8418,85,95,25.8,68.5,WARNING,False,True,True
T+014.87h,14.867,26.15,20.0637,85,95,26.2,69.6,WARNING,False,True,True
T+014.90h,14.9,25.86,-8.681,85,95,25.7,69.1,WARNING,False,True,True
T+014.93h,14.933,31.76,176.7303,85,95,26.1,78.9,EVACUATE,False,True,True
T+014.97h,14.967,35.28,105.7548,85,95,26.1,84.8,EVACUATE,False,True,True
T+015.00h,15.0,36.95,50.0017,85,95,26.1,87.6,EVACUATE,False,True,True
T+015.03h,15.033,38.93,59.3806,85,95,25.4,90.9,EVACUATE,False,True,True
T+015.07h,15.067,39.58,19.6786,85,95,26.2,92.0,EVACUATE,False,True,True
T+015.10h,15.1,39.61,0.951,85,95,25.8,79.9,EVACUATE,False,True,False
T+015.13h,15.133,34.4,-156.3092,85,95,26.2,83.3,EVACUATE,False,True,True
T+015.17h,15.167,31.46,-88.4576,85,95,25.9,78.4,EVACUATE,False,True,True
T+015.20h,15.2,34.08,78.8403,85,95,25.8,82.8,EVACUATE,False,True,True
T+015.23h,15.233,34.06,-0.6198,85,95,25.2,69.6,EVACUATE,False,True,True
T+015.27h,15.267,30.53,-105.9043,85,95,26.0,76.9,EVACUATE,False,True,True
T+015.30h,15.3,28.21,-69.7564,85,95,25.7,73.0,EVACUATE,False,True,True
T+015.33h,15.333,25.72,-74.4948,85,95,26.3,68.9,EVACUATE,False,True,True
T+015.37h,15.367,25.9,5.127,85,95,26.1,69.1,EVACUATE,False,True,True
T+015.40h,15.4,29.51,108.4805,85,95,26.8,75.2,EVACUATE,False,True,True
T+015.43h,15.433,28.0,-45.2158,85,95,25.7,72.7,EVACUATE,False,True,False
T+015.47h,15.467,28.47,13.8933,85,95,26.5,73.4,EVACUATE,False,True,True
T+015.50h,15.5,22.41,-181.7752,85,95,26.2,63.3,EVACUATE,False,True,True
T+015.53h,15.533,29.32,207.3746,85,95,26.4,74.9,EVACUATE,False,True,True
T+015.57h,15.567,29.04,-8.3711,85,95,26.2,74.4,EVACUATE,False,True,True
T+015.60h,15.6,27.22,-54.7002,85,95,25.6,71.3,EVACUATE,False,True,True
T+015.63h,15.633,23.81,-102.1688,85,95,26.0,65.7,EVACUATE,False,True,True
T+015.67h,15.667,21.04,-83.2108,85,95,26.1,61.0,EVACUATE,False,True,True
T+015.70h,15.7,25.74,141.1169,85,95,27.3,68.9,EVACUATE,False,True,True
T+015.73h,15.733,25.66,-2.4728,85,95,26.1,61.2,EVACUATE,False,True,True
T+015.77h,15.767,28.67,90.4253,85,95,26.1,73.8,EVACUATE,False,True,True
T+015.80h,15.8,26.9,-53.1662,85,95,25.7,70.8,EVACUATE,False,True,True
T+015.83h,15.833,29.21,69.0894,85,95,26.4,74.7,EVACUATE,False,True,True
T+015.87h,15.867,34.29,152.4346,85,95,26.2,83.1,EVACUATE,False,True,True
T+015.90h,15.9,40,171.405,85,95,26.5,92.7,EVACUATE,False,True,True
T+015.93h,15.933,38.28,-51.6029,85,95,25.5,89.8,EVACUATE,False,True,True
T+015.97h,15.967,40,51.6029,85,95,26.9,92.7,EVACUATE,False,True,True
T+016.00h,16.0,39.31,-20.7437,85,95,26.1,91.5,EVACUATE,False,True,True
T+016.03h,16.033,40,20.7437,85,95,26.6,92.7,EVACUATE,False,True,True
T+016.07h,16.067,40,0.0,85,95,26.5,77.7,EVACUATE,False,True,True
T+016.10h,16.1,40,0.0,85,95,26.0,77.7,EVACUATE,False,True,True
T+016.13h,16.133,38.9,-33.0843,85,95,26.0,90.8,EVACUATE,False,True,True
T+016.17h,16.167,40,33.0843,85,95,25.7,92.7,EVACUATE,False,True,True
T+016.20h,16.2,40,0.0,85,95,25.6,77.7,EVACUATE,False,True,True
T+016.23h,16.233,40,0.0,85,95,25.9,77.7,EVACUATE,False,True,True
T+016.27h,16.267,40,0.0,85,95,25.6,77.7,EVACUATE,False,True,True
T+016.30h,16.3,37.18,-84.4645,85,95,25.2,88.0,EVACUATE,False,True,True
T+016.33h,16.333,38.98,54.0133,85,95,25.2,91.0,EVACUATE,False,True,True
T+016.37h,16.367,36.8,-65.6385,85,95,26.2,87.3,EVACUATE,False,True,True
T+016.40h,16.4,40,96.0897,85,95,25.7,92.7,EVACUATE,False,True,True
T+016.43h,16.433,40,0.0,85,95,25.6,77.7,EVACUATE,False,True,True
T+016.47h,16.467,40,0.0,85,95,25.7,77.7,EVACUATE,False,True,True
T+016.50h,16.5,40,0.0,85,95,26.2,77.7,EVACUATE,False,True,True
T+016.53h,16.533,39.85,-4.4063,85,95,25.5,90.6,EVACUATE,False,True,True
T+016.57h,16.567,40,4.4063,85,95,26.5,90.9,EVACUATE,False,True,True
T+016.60h,16.6,37.54,-73.8554,85,95,27.0,88.5,EVACUATE,False,True,True
T+016.63h,16.633,39.46,57.7769,85,95,26.5,91.8,EVACUATE,False,True,True
T+016.67h,16.667,40,16.0784,85,95,26.2,92.7,EVACUATE,False,True,True
T+016.70h,16.7,40,0.0,85,95,25.8,77.7,EVACUATE,False,True,True
T+016.73h,16.733,39.06,-28.0745,85,95,26.7,91.1,EVACUATE,False,True,True
T+016.77h,16.767,37.7,-40.7856,85,95,26.4,88.8,EVACUATE,False,True,True
T+016.80h,16.8,37.82,3.3635,85,95,25.9,84.1,EVACUATE,False,True,True
T+016.83h,16.833,40,65.4966,85,95,26.7,92.7,EVACUATE,False,True,True
T+016.87h,16.867,40,0.0,85,95,26.0,77.7,EVACUATE,False,True,True
T+016.90h,16.9,40,0.0,85,95,26.0,77.7,EVACUATE,False,True,True
T+016.93h,16.933,37.56,-73.1666,85,95,26.5,88.6,EVACUATE,False,True,True
T+016.97h,16.967,37.15,-12.2404,85,95,26.1,87.9,EVACUATE,False,True,True
T+017.00h,17.0,32.96,-125.7542,85,95,25.4,80.9,EVACUATE,False,True,True
T+017.03h,17.033,25.59,-221.0006,85,95,27.0,68.6,EVACUATE,False,True,True
T+017.07h,17.067,22.85,-82.3031,85,95,25.6,64.1,EVACUATE,False,True,True
T+017.10h,17.1,26.61,112.7769,85,95,26.3,70.3,EVACUATE,False,True,True
T+017.13h,17.133,26.19,-12.5172,85,95,25.8,69.6,EVACUATE,False,True,True
T+017.17h,17.167,31.94,172.4246,85,95,26.2,79.2,EVACUATE,False,True,True
T+017.20h,17.2,32.99,31.3669,85,95,25.6,81.0,EVACUATE,False,True,True
T+017.23h,17.233,32.15,-25.0632,85,95,25.5,79.6,EVACUATE,False,True,True
T+017.27h,17.267,34.72,77.0678,85,95,26.0,83.8,EVACUATE,False,True,True
T+017.30h,17.3,35.76,31.0648,85,95,26.2,85.6,EVACUATE,False,True,True
T+017.33h,17.333,36.81,31.735,85,95,26.2,87.3,EVACUATE,False,True,True
T+017.37h,17.367,40,95.6092,85,95,26.4,92.7,EVACUATE,False,True,True
T+017.40h,17.4,39.37,-18.8369,85,95,25.5,91.6,EVACUATE,False,True,True
T+017.43h,17.433,40,18.8369,85,95,25.8,92.7,EVACUATE,False,True,True
T+017.47h,17.467,40,0.0,85,95,26.5,77.7,EVACUATE,False,True,True
T+017.50h,17.5,40,0.0,85,95,26.2,77.7,EVACUATE,False,True,True
T+017.53h,17.533,39.97,-0.7929,85,95,26.3,80.0,EVACUATE,False,True,True
T+017.57h,17.567,36.2,-113.103,85,95,26.5,86.3,EVACUATE,False,True,True
T+017.60h,17.6,32.57,-109.0809,85,95,27.2,80.3,EVACUATE,False,True,True
T+017.63h,17.633,35.91,100.3535,85,95,25.7,85.8,EVACUATE,False,True,False
T+017.67h,17.667,37.46,46.309,85,95,24.8,88.4,EVACUATE,False,True,True
T+017.70h,17.7,39.15,50.8338,85,95,26.0,91.2,EVACUATE,False,True,True
T+017.73h,17.733,33.17,-179.3718,85,95,25.2,81.3,EVACUATE,False,True,True
T+017.77h,17.767,28.69,-134.379,85,95,26.4,73.8,EVACUATE,False,True,True
T+017.80h,17.8,29.59,26.9821,85,95,25.5,75.3,EVACUATE,False,False,True
T+017.83h,17.833,31.18,47.7807,85,95,25.5,78.0,EVACUATE,False,True,True
T+017.87h,17.867,28.52,-79.8039,85,95,25.3,73.5,EVACUATE,False,True,True
T+017.90h,17.9,35.86,220.0487,85,95,25.0,85.7,EVACUATE,False,True,True
T+017.93h,17.933,29.13,-202.0212,85,95,26.5,74.5,EVACUATE,False,True,True
T+017.97h,17.967,28.4,-21.8506,85,95,25.4,73.3,EVACUATE,False,True,True
